cve,links,cwe,cne,cvss2score
CVE-2022-1908,"['https://github.com/bfabiszewski/libmobi/commit/1e0378e6f9e4ae415cedc9eb10850888897c5dba', 'https://huntr.dev/bounties/a7436e88-0488-4bd4-816f-2e2c803e93e8']","('CWE-126', 'Buffer Over-read')",huntr.dev,NVD-CVSS2-Other
CVE-2016-2052,[],"('NVD-CWE-Other', 'Insufficient Information')",Google Inc.,NVD-CVSS2-Other
CVE-2012-1179,[],"('CWE-264', 'Permissions, Privileges, and Access Controls')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2014-7848,['http://git.moodle.org/gw?p=moodle.git&a=search&h=HEAD&st=commit&s=MDL-47287'],"('CWE-200', 'Exposure of Sensitive Information to an Unauthorized Actor')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2015-8952,"['http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=82939d7999dfc1f1998c4b1c12e2f19edbdff272', 'http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=be0726d33cb8f411945884664924bed3cb8c70ee', 'http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=f9a61eb4e2471c56a63cd804c7474128138c38ac', 'http://www.openwall.com/lists/oss-security/2016/08/25/4', 'https://github.com/torvalds/linux/commit/be0726d33cb8f411945884664924bed3cb8c70ee']","('CWE-19', 'Data Processing Errors')",MITRE,NVD-CVSS2-Other
CVE-2016-7958,"['https://bugs.wireshark.org/bugzilla/show_bug.cgi?id=12945', 'https://code.wireshark.org/review/gitweb?p=wireshark.git;a=commit;h=67597cb2457fb843fa97d3f2c87b82dad6f0de07']","('CWE-20', 'Improper Input Validation')",MITRE,NVD-CVSS2-Other
CVE-2018-20847,"['https://github.com/uclouvain/openjpeg/commit/5d00b719f4b93b1445e6fb4c766b9a9883c57949', 'https://github.com/uclouvain/openjpeg/issues/431', 'https://github.com/uclouvain/openjpeg/pull/1168/commits/c58df149900df862806d0e892859b41115875845']","('CWE-190', 'Integer Overflow or Wraparound')",MITRE,NVD-CVSS2-Other
CVE-2017-15032,['https://github.com/ImageMagick/ImageMagick/commit/241988ca28139ad970c1d9717c419f41e360ddb0'],"('CWE-772', 'Missing Release of Resource after Effective Lifetime')",MITRE,NVD-CVSS2-Other
CVE-2020-15206,['https://github.com/tensorflow/tensorflow/commit/adf095206f25471e864a8e63a0f1caef53a0e3a6'],"('CWE-20', 'Improper Input Validation')","GitHub, Inc.",NVD-CVSS2-Other
CVE-2016-7527,"['http://www.openwall.com/lists/oss-security/2016/09/22/2', 'https://bugzilla.redhat.com/show_bug.cgi?id=1378759', 'https://github.com/ImageMagick/ImageMagick/commit/a251039393f423c7858e63cab6aa98d17b8b7a41', 'https://github.com/ImageMagick/ImageMagick/commit/b3dd69b23e9338806891c708a0cc8a82c0d1872a', 'https://github.com/ImageMagick/ImageMagick/issues/122']","('CWE-125', 'Out-of-bounds Read')",Debian GNU/Linux,NVD-CVSS2-Other
CVE-2021-29580,"['https://github.com/tensorflow/tensorflow/commit/32fdcbff9d06d010d908fcc4bd4b36eb3ce15925', 'https://github.com/tensorflow/tensorflow/security/advisories/GHSA-x8h6-xgqx-jqgp']","('CWE-908', 'Use of Uninitialized Resource')","GitHub, Inc.",NVD-CVSS2-Other
CVE-2022-2318,['https://github.com/torvalds/linux/commit/9cc02ede696272c5271a401e4f27c262359bc2f6'],"('CWE-416', 'Use After Free')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2019-5717,['https://code.wireshark.org/review/gitweb?p=wireshark.git;a=commit;h=bf9272a92f3df1e4ccfaad434e123222ae5313f7'],"('CWE-20', 'Improper Input Validation')",MITRE,NVD-CVSS2-Other
CVE-2019-11935,['https://github.com/facebook/hhvm/commit/1c518555dba6ceb45d5ba61845b96e261219c3b7'],"('CWE-125', 'Out-of-bounds Read')","Facebook, Inc.",NVD-CVSS2-Other
CVE-2021-38597,['https://github.com/wolfSSL/wolfssl/commit/f93083be72a3b3d956b52a7ec13f307a27b6e093'],"('CWE-345', 'Insufficient Verification of Data Authenticity')",MITRE,NVD-CVSS2-Other
CVE-2022-0523,"['https://github.com/radareorg/radare2/commit/35482cb760db10f87a62569e2f8872dbd95e9269', 'https://huntr.dev/bounties/9d8d6ae0-fe00-40b9-ae1e-b0e8103bac69']","('CWE-416', 'Use After Free')",huntr.dev,NVD-CVSS2-Other
CVE-2018-15503,['https://github.com/swoole/swoole-src/commit/4cdbce5d9bf2fe596bb6acd7d6611f9e8c253a76'],"('CWE-502', 'Deserialization of Untrusted Data')",MITRE,NVD-CVSS2-Other
CVE-2012-2788,[],"('NVD-CWE-Other', 'Insufficient Information')",Google Inc.,NVD-CVSS2-Other
CVE-2021-41219,"['https://github.com/tensorflow/tensorflow/commit/e6cf28c72ba2eb949ca950d834dd6d66bb01cfae', 'https://github.com/tensorflow/tensorflow/security/advisories/GHSA-4f99-p9c2-3j8x']","('CWE-824', 'Access of Uninitialized Pointer')","GitHub, Inc.",NVD-CVSS2-Other
CVE-2016-7515,"['http://www.openwall.com/lists/oss-security/2016/09/22/2', 'https://github.com/ImageMagick/ImageMagick/commit/2ad6d33493750a28a5a655d319a8e0b16c392de1', 'https://github.com/ImageMagick/ImageMagick/issues/82']","('CWE-125', 'Out-of-bounds Read')",Debian GNU/Linux,NVD-CVSS2-Other
CVE-2016-9555,"['http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=bf911e985d6bbaa328c20c3e05f4eb03de11fdd6', 'https://github.com/torvalds/linux/commit/bf911e985d6bbaa328c20c3e05f4eb03de11fdd6']","('CWE-125', 'Out-of-bounds Read')",MITRE,NVD-CVSS2-Other
CVE-2020-10702,[],"('CWE-325', 'Missing Cryptographic Step')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2016-3721,[],"('CWE-17', 'DEPRECATED: Code')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2021-29463,['https://github.com/Exiv2/exiv2/commit/783b3a6ff15ed6f82a8f8e6c8a6f3b84a9b04d4b'],"('CWE-125', 'Out-of-bounds Read')","GitHub, Inc.",NVD-CVSS2-Other
CVE-2015-8629,['https://github.com/krb5/krb5/commit/df17a1224a3406f57477bcd372c61e04c0e5a5bb'],"('CWE-125', 'Out-of-bounds Read')",MITRE,NVD-CVSS2-Other
CVE-2018-16790,['https://github.com/mongodb/mongo-c-driver/commit/0d9a4d98bfdf4acd2c0138d4aaeb4e2e0934bd84'],"('CWE-125', 'Out-of-bounds Read')",MITRE,NVD-CVSS2-Other
CVE-2022-0139,"['https://github.com/radareorg/radare2/commit/37897226a1a31f982bfefdc4aeefc2e50355c73c', 'https://huntr.dev/bounties/3dcb6f40-45cd-403b-929f-db123fde32c0']","('CWE-416', 'Use After Free')",huntr.dev,NVD-CVSS2-Other
CVE-2016-7421,['https://lists.gnu.org/archive/html/qemu-devel/2016-09/msg03609.html'],"('CWE-834', 'Excessive Iteration')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2017-6903,"['https://github.com/JACoders/OpenJK/commit/8956a35e7b91c4a0dd1fa6db1d28c7f0efbab2d7', 'https://github.com/ioquake/ioq3/commit/376267d534476a875d8b9228149c4ee18b74a4fd', 'https://github.com/ioquake/ioq3/commit/b173ac05993f634a42be3d3535e1b158de0c3372', 'https://github.com/ioquake/ioq3/commit/f61fe5f6a0419ef4a88d46a128052f2e8352e85d', 'https://github.com/iortcw/iortcw/commit/11a83410153756ae350a82ed41b08d128ff7f998', 'https://github.com/iortcw/iortcw/commit/b248763e4878ef12d5835ece6600be8334f67da1', 'https://github.com/iortcw/iortcw/commit/b6ff2bcb1e4e6976d61e316175c6d7c99860fe20']","('NVD-CWE-Other', 'Insufficient Information')",MITRE,NVD-CVSS2-Other
CVE-2018-1000524,['https://github.com/fatcerberus/minisphere/commit/252c1ca184cb38e1acb917aa0e451c5f08519996'],"('CWE-190', 'Integer Overflow or Wraparound')",MITRE,NVD-CVSS2-Other
CVE-2014-6429,['https://code.wireshark.org/review/gitweb?p=wireshark.git;a=commit;h=47c592938ba9f0caeacc4c2ccadb370e72f293a2'],"('CWE-20', 'Improper Input Validation')",MITRE,NVD-CVSS2-Other
CVE-2018-10074,"['http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=9903e41ae1f5d50c93f268ca3304d4d7c64b9311', 'https://github.com/torvalds/linux/commit/9903e41ae1f5d50c93f268ca3304d4d7c64b9311']","('CWE-476', 'NULL Pointer Dereference')",MITRE,NVD-CVSS2-Other
CVE-2017-9761,"['https://github.com/radare/radare2/commit/00e8f205475332d7842d0f0d1481eeab4e83017c', 'https://github.com/radare/radare2/issues/7727']","('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')",MITRE,NVD-CVSS2-Other
CVE-2019-19962,['https://github.com/wolfSSL/wolfssl/commit/23878512c65834d12811b1107d19a001478eca5d'],"('CWE-347', 'Improper Verification of Cryptographic Signature')",MITRE,NVD-CVSS2-Other
CVE-2020-14404,"['https://cert-portal.siemens.com/productcert/pdf/ssa-390195.pdf', 'https://github.com/LibVNC/libvncserver/commit/74e8a70f2c9a5248d6718ce443e07c7ed314dfff']","('CWE-787', 'Out-of-bounds Write')",MITRE,NVD-CVSS2-Other
CVE-2013-3674,"['http://git.videolan.org/?p=ffmpeg.git;a=commit;h=7ef2dbd2392e3e4d430e0173e1e5c4df9f18b6dd', 'http://git.videolan.org/?p=ffmpeg.git;a=commit;h=ad002e1a13a8df934bd6cb2c84175a4780ab8942']","('CWE-20', 'Improper Input Validation')",MITRE,NVD-CVSS2-Other
CVE-2015-2301,[],"('CWE-416', 'Use After Free')",MITRE,NVD-CVSS2-Other
CVE-2012-1909,['https://github.com/sipa/bitcoin/commit/a206b0ea12eb4606b93323268fc81a4f1f952531'],"('CWE-16', 'Configuration')",MITRE,NVD-CVSS2-Other
CVE-2015-3212,[],"('CWE-362', ""Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')"")","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2014-9756,"['http://www.openwall.com/lists/oss-security/2014/12/24/3', 'http://www.openwall.com/lists/oss-security/2015/11/03/9', 'https://github.com/erikd/libsndfile/commit/725c7dbb95bfaf8b4bb7b04820e3a00cceea9ce6']","('CWE-369', 'Divide By Zero')",MITRE,NVD-CVSS2-Other
CVE-2017-14341,['https://github.com/ImageMagick/ImageMagick/commit/7d63315a64267c565d1f34b9cb523a14616fed24'],"('CWE-400', 'Uncontrolled Resource Consumption')",MITRE,NVD-CVSS2-Other
CVE-2019-19049,['https://github.com/torvalds/linux/commit/e13de8fe0d6a51341671bbe384826d527afe8d44'],"('CWE-401', 'Missing Release of Memory after Effective Lifetime')",MITRE,NVD-CVSS2-Other
CVE-2018-10916,"['https://bugzilla.redhat.com/show_bug.cgi?id=CVE-2018-10916', 'https://github.com/lavv17/lftp/commit/a27e07d90a4608ceaf928b1babb27d4d803e1992']","('CWE-20', 'Improper Input Validation')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2019-19054,['https://github.com/torvalds/linux/commit/a7b2df76b42bdd026e3106cf2ba97db41345a177'],"('CWE-401', 'Missing Release of Memory after Effective Lifetime')",MITRE,NVD-CVSS2-Other
CVE-2016-5730,"['https://github.com/phpmyadmin/phpmyadmin/commit/27664605b945b13e1d2b71adea822ace2099cc96', 'https://github.com/phpmyadmin/phpmyadmin/commit/331c560fbfa0e7d2dce674b5e88e983c5f2a451d', 'https://github.com/phpmyadmin/phpmyadmin/commit/96e0aa35653ec0c66084a7e9343465e16c1f769b', 'https://github.com/phpmyadmin/phpmyadmin/commit/b0180f18c828706af3a6800f0fb01a536d3ef8c7', 'https://github.com/phpmyadmin/phpmyadmin/commit/cd229d718e8cb4bc8ba32446beaa82d27727b6f0', 'https://www.phpmyadmin.net/security/PMASA-2016-23/']","('CWE-200', 'Exposure of Sensitive Information to an Unauthorized Actor')",MITRE,NVD-CVSS2-Other
CVE-2021-33362,"['https://github.com/gpac/gpac/commit/1273cdc706eeedf8346d4b9faa5b33435056061d', 'https://github.com/gpac/gpac/issues/1780']","('CWE-787', 'Out-of-bounds Write')",MITRE,NVD-CVSS2-Other
CVE-2016-6255,"['http://www.openwall.com/lists/oss-security/2016/07/18/13', 'http://www.openwall.com/lists/oss-security/2016/07/20/5', 'https://github.com/mjg59/pupnp-code/commit/be0a01bdb83395d9f3a5ea09c1308a4f1a972cbd']","('CWE-284', 'Improper Access Control')",MITRE,NVD-CVSS2-Other
CVE-2014-9718,[],"('CWE-399', 'Resource Management Errors')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2018-19627,[],"('CWE-125', 'Out-of-bounds Read')",MITRE,NVD-CVSS2-Other
CVE-2012-6638,"['http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=fdf5af0daf8019cec2396cdef8fb042d80fe71fa', 'https://github.com/torvalds/linux/commit/fdf5af0daf8019cec2396cdef8fb042d80fe71fa']","('CWE-400', 'Uncontrolled Resource Consumption')",MITRE,NVD-CVSS2-Other
CVE-2016-0728,[],"('NVD-CWE-Other', 'Other')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2021-36087,"['https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=32675', 'https://github.com/SELinuxProject/selinux/commit/340f0eb7f3673e8aacaf0a96cbfcd4d12a405521']","('CWE-125', 'Out-of-bounds Read')",MITRE,NVD-CVSS2-Other
CVE-2018-6347,['https://github.com/facebook/proxygen/commit/223e0aa6bc7590e86af1e917185a2e0efe160711'],"('CWE-400', 'Uncontrolled Resource Consumption')","Facebook, Inc.",NVD-CVSS2-Other
CVE-2016-6505,['https://code.wireshark.org/review/gitweb?p=wireshark.git;a=commit;h=94e97e45cf614c7bb8fe90c23df52910246b2c95'],"('CWE-369', 'Divide By Zero')",MITRE,NVD-CVSS2-Other
CVE-2020-24994,"['https://github.com/libass/libass/commit/6835731c2fe4164a0c50bc91d12c43b2a2b4e', 'https://github.com/libass/libass/issues/422', 'https://github.com/libass/libass/issues/422#issuecomment-806002919']","('CWE-770', 'Allocation of Resources Without Limits or Throttling')",MITRE,NVD-CVSS2-Other
CVE-2016-2538,[],"('CWE-189', 'Numeric Errors')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2018-1999003,['https://www.oracle.com/security-alerts/cpuapr2022.html'],"('CWE-863', 'Incorrect Authorization')",MITRE,NVD-CVSS2-Other
CVE-2017-1000211,[],"('CWE-416', 'Use After Free')",MITRE,NVD-CVSS2-Other
CVE-2017-18241,"['http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=d4fdf8ba0e5808ba9ad6b44337783bd9935e0982', 'https://github.com/torvalds/linux/commit/d4fdf8ba0e5808ba9ad6b44337783bd9935e0982']","('CWE-476', 'NULL Pointer Dereference')",MITRE,NVD-CVSS2-Other
CVE-2017-2671,"['https://git.kernel.org/pub/scm/linux/kernel/git/davem/net.git/commit/net/ipv4/ping.c?id=43a6684519ab0a6c52024b5e25322476cabad893', 'https://github.com/torvalds/linux/commit/43a6684519ab0a6c52024b5e25322476cabad893']","('NVD-CWE-Other', 'Insufficient Information')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2018-10001,['http://git.videolan.org/?p=ffmpeg.git;a=commit;h=47b7c68ae54560e2308bdb6be4fb076c73b93081'],"('CWE-125', 'Out-of-bounds Read')",MITRE,NVD-CVSS2-Other
CVE-2021-32438,['https://github.com/gpac/gpac/commit/00194f5fe462123f70b0bae7987317b52898b868'],"('CWE-476', 'NULL Pointer Dereference')",MITRE,NVD-CVSS2-Other
CVE-2017-9343,"['https://bugs.wireshark.org/bugzilla/show_bug.cgi?id=13725', 'https://code.wireshark.org/review/gitweb?p=wireshark.git;a=commit;h=27556320b41904716b9c9f73ef8f4fe705d1e669']","('CWE-476', 'NULL Pointer Dereference')",MITRE,NVD-CVSS2-Other
CVE-2022-2000,['https://github.com/vim/vim/commit/44a3f3353e0407e9fffee138125a6927d1c9e7e5'],"('CWE-787', 'Out-of-bounds Write')",huntr.dev,NVD-CVSS2-Other
CVE-2018-8087,"['http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=0ddcff49b672239dda94d70d0fcf50317a9f4b51', 'https://github.com/torvalds/linux/commit/0ddcff49b672239dda94d70d0fcf50317a9f4b51']","('CWE-772', 'Missing Release of Resource after Effective Lifetime')",MITRE,NVD-CVSS2-Other
CVE-2019-19221,"['https://github.com/libarchive/libarchive/commit/22b1db9d46654afc6f0c28f90af8cdc84a199f41', 'https://usn.ubuntu.com/4293-1/']","('CWE-125', 'Out-of-bounds Read')",MITRE,NVD-CVSS2-Other
CVE-2011-4782,"['http://phpmyadmin.git.sourceforge.net/git/gitweb.cgi?p=phpmyadmin/phpmyadmin;a=commit;h=0e707906e69ce90c4852a0fce2a0fac7db86a3cd', 'http://www.phpmyadmin.net/home_page/security/PMASA-2011-19.php']","('CWE-79', ""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"")",MITRE,NVD-CVSS2-Other
CVE-2020-11669,"['http://lists.opensuse.org/opensuse-security-announce/2020-04/msg00035.html', 'https://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=53a712bae5dd919521a58d7bad773b949358add0', 'https://github.com/torvalds/linux/commit/53a712bae5dd919521a58d7bad773b949358add0', 'https://lists.ozlabs.org/pipermail/linuxppc-dev/2020-April/208660.html', 'https://lists.ozlabs.org/pipermail/linuxppc-dev/2020-April/208661.html', 'https://lists.ozlabs.org/pipermail/linuxppc-dev/2020-April/208663.html', 'https://security.netapp.com/advisory/ntap-20200430-0001/']","('NVD-CWE-Other', 'Insufficient Information')",MITRE,NVD-CVSS2-Other
CVE-2019-3847,"['https://bugzilla.redhat.com/show_bug.cgi?id=CVE-2019-3847', 'https://moodle.org/mod/forum/discuss.php?d=384010#p1547742']","('CWE-79', ""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"")","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2018-5335,['https://code.wireshark.org/review/gitweb?p=wireshark.git;a=commit;h=086b87376b988c555484349aa115d6e08ac6db07'],"('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')",MITRE,NVD-CVSS2-Other
CVE-2016-10906,['https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=c278c253f3d992c6994d08aa0efb2b6806ca396f'],"('CWE-416', 'Use After Free')",MITRE,NVD-CVSS2-Other
CVE-2013-6381,['https://github.com/torvalds/linux/commit/6fb392b1a63ae36c31f62bc3fc8630b49d602b62'],"('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2015-1493,[],"('CWE-22', ""Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')"")","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2013-2058,"['http://www.openwall.com/lists/oss-security/2013/05/05/2', 'https://bugzilla.redhat.com/show_bug.cgi?id=959210', 'https://github.com/torvalds/linux/commit/929473ea05db455ad88cdc081f2adc556b8dc48f']","('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2017-6387,"['https://github.com/radare/radare2/commit/ead645853a63bf83d8386702cad0cf23b31d7eeb', 'https://github.com/radare/radare2/issues/6857']","('CWE-125', 'Out-of-bounds Read')",MITRE,NVD-CVSS2-Other
CVE-2017-5209,['https://github.com/libimobiledevice/libplist/commit/3a55ddd3c4c11ce75a86afbefd085d8d397ff957'],"('CWE-125', 'Out-of-bounds Read')",MITRE,NVD-CVSS2-Other
CVE-2018-11593,['https://github.com/espruino/Espruino/commit/bed844f109b6c222816740555068de2e101e8018'],"('CWE-787', 'Out-of-bounds Write')",MITRE,NVD-CVSS2-Other
CVE-2013-2850,"['http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=cea4dcfdad926a27a18e188720efe0f2c9403456', 'https://github.com/torvalds/linux/commit/cea4dcfdad926a27a18e188720efe0f2c9403456']","('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')",Google Inc.,NVD-CVSS2-Other
CVE-2016-6303,"['http://www.oracle.com/technetwork/security-advisory/cpuapr2018-3678067.html', 'http://www.oracle.com/technetwork/security-advisory/cpujan2018-3236628.html', 'http://www.oracle.com/technetwork/security-advisory/cpujul2017-3236622.html', 'http://www.oracle.com/technetwork/security-advisory/cpuoct2016-2881722.html', 'http://www.oracle.com/technetwork/security-advisory/cpuoct2017-3236626.html', 'https://bugzilla.redhat.com/show_bug.cgi?id=1370146']","('CWE-787', 'Out-of-bounds Write')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2019-1549,['https://git.openssl.org/gitweb/?p=openssl.git;a=commitdiff;h=1b0fe00e2704b5e20334a16d3c9099d1ba2ef1be'],"('CWE-330', 'Use of Insufficiently Random Values')",OpenSSL Software Foundation,NVD-CVSS2-Other
CVE-2018-10861,"['https://bugzilla.redhat.com/show_bug.cgi?id=1593308', 'https://github.com/ceph/ceph/commit/975528f632f73fbffa3f1fee304e3bbe3296cffc']","('CWE-285', 'Improper Authorization')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2016-9400,"['http://www.openwall.com/lists/oss-security/2016/11/16/8', 'http://www.openwall.com/lists/oss-security/2016/11/17/8', 'https://github.com/teeworlds/teeworlds/commit/ff254722a2683867fcb3e67569ffd36226c4bc62']","('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')",Debian GNU/Linux,NVD-CVSS2-Other
CVE-2021-29514,"['https://github.com/tensorflow/tensorflow/commit/eebb96c2830d48597d055d247c0e9aebaea94cd5', 'https://github.com/tensorflow/tensorflow/security/advisories/GHSA-8h46-5m9h-7553']","('CWE-787', 'Out-of-bounds Write')","GitHub, Inc.",NVD-CVSS2-Other
CVE-2021-30219,['https://github.com/michaelforney/samurai/commit/d2af3bc375e2a77139c3a28d6128c60cd8d08655'],"('CWE-476', 'NULL Pointer Dereference')",MITRE,NVD-CVSS2-Other
CVE-2021-38200,"['https://cdn.kernel.org/pub/linux/kernel/v5.x/ChangeLog-5.12.13', 'https://github.com/torvalds/linux/commit/60b7ed54a41b550d50caf7f2418db4a7e75b5bdc']","('CWE-476', 'NULL Pointer Dereference')",MITRE,NVD-CVSS2-Other
CVE-2022-2208,"['https://github.com/vim/vim/commit/cd38bb4d83c942c4bad596835c6766cbf32e5195', 'https://huntr.dev/bounties/7bfe3d5b-568f-4c34-908f-a39909638cc1']","('CWE-476', 'NULL Pointer Dereference')",huntr.dev,NVD-CVSS2-Other
CVE-2019-10900,"['https://bugs.wireshark.org/bugzilla/show_bug.cgi?id=15612', 'https://code.wireshark.org/review/gitweb?p=wireshark.git;a=commit;h=26eee01f57f0a86fb375892c7937eac24ede4610']","('CWE-835', ""Loop with Unreachable Exit Condition ('Infinite Loop')"")",MITRE,NVD-CVSS2-Other
CVE-2012-2787,[],"('NVD-CWE-Other', 'Insufficient Information')",Google Inc.,NVD-CVSS2-Other
CVE-2016-10171,"['http://www.openwall.com/lists/oss-security/2017/01/28/9', 'https://github.com/dbry/WavPack/commit/4bc05fc490b66ef2d45b1de26abf1455b486b0dc']","('CWE-125', 'Out-of-bounds Read')",MITRE,NVD-CVSS2-Other
CVE-2012-0058,"['http://www.kernel.org/pub/linux/kernel/v3.x/ChangeLog-3.2.2', 'https://github.com/torvalds/linux/commit/802f43594d6e4d2ac61086d239153c17873a0428']","('CWE-400', 'Uncontrolled Resource Consumption')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2015-5337,[],"('CWE-79', ""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"")","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2018-5332,"['http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=c095508770aebf1b9218e77026e48345d719b17c', 'https://git.kernel.org/pub/scm/linux/kernel/git/tip/tip.git/commit/?id=60daca9efbb3e4109ebc1f7069543e5573fc124e', 'https://github.com/torvalds/linux/commit/c095508770aebf1b9218e77026e48345d719b17c']","('CWE-787', 'Out-of-bounds Write')",MITRE,NVD-CVSS2-Other
CVE-2018-18225,"['https://bugs.wireshark.org/bugzilla/show_bug.cgi?id=15172', 'https://code.wireshark.org/review/gitweb?p=wireshark.git;a=commit;h=b2bbd9fdf209911d94b23cc33f4daccbceb7fa8a']","('CWE-682', 'Incorrect Calculation')",MITRE,NVD-CVSS2-Other
CVE-2017-1000418,['https://github.com/Mindwerks/wildmidi/commit/814f31d8eceda8401eb812fc2e94ed143fdad0ab'],"('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')",MITRE,NVD-CVSS2-Other
CVE-2017-2612,['https://github.com/jenkinsci/jenkins/commit/a814154695e23dc37542af7d40cacc129cf70722'],"('CWE-358', 'Improperly Implemented Security Check for Standard')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2020-14400,"['https://bugzilla.redhat.com/show_bug.cgi?id=1860361', 'https://github.com/LibVNC/libvncserver/commit/53073c8d7e232151ea2ecd8a1243124121e10e2d']","('NVD-CWE-Other', 'Other')",MITRE,NVD-CVSS2-Other
CVE-2017-10661,"['http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=1e38da300e1e395a15048b0af1e5305bd91402f6', 'https://github.com/torvalds/linux/commit/1e38da300e1e395a15048b0af1e5305bd91402f6', 'https://source.android.com/security/bulletin/2017-08-01']","('CWE-416', 'Use After Free')",MITRE,NVD-CVSS2-Other
CVE-2018-18397,"['http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=29ec90660d68bbdd69507c1c8b4e33aa299278b1', 'https://cdn.kernel.org/pub/linux/kernel/v4.x/ChangeLog-4.14.87', 'https://cdn.kernel.org/pub/linux/kernel/v4.x/ChangeLog-4.19.7', 'https://github.com/torvalds/linux/commit/29ec90660d68bbdd69507c1c8b4e33aa299278b1']","('CWE-863', 'Incorrect Authorization')",MITRE,NVD-CVSS2-Other
CVE-2020-11735,['https://github.com/wolfSSL/wolfssl/commit/1de07da61f0c8e9926dcbd68119f73230dae283f'],"('CWE-203', 'Observable Discrepancy')",MITRE,NVD-CVSS2-Other
CVE-2019-14283,"['https://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=da99466ac243f15fbba65bd261bfc75ffa1532b6', 'https://github.com/torvalds/linux/commit/da99466ac243f15fbba65bd261bfc75ffa1532b6']","('CWE-125', 'Out-of-bounds Read')",MITRE,NVD-CVSS2-Other
CVE-2020-9760,['https://github.com/weechat/weechat/commit/40ccacb4330a64802b1f1e28ed9a6b6d3ca9197f'],"('CWE-120', ""Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')"")",MITRE,NVD-CVSS2-Other
CVE-2016-9389,"['http://www.openwall.com/lists/oss-security/2016/11/17/1', 'https://blogs.gentoo.org/ago/2016/11/16/jasper-multiple-assertion-failure', 'https://bugzilla.redhat.com/show_bug.cgi?id=1396963', 'https://github.com/mdadams/jasper/commit/dee11ec440d7908d1daf69f40a3324b27cf213ba']","('NVD-CWE-Other', 'Other')",MITRE,NVD-CVSS2-Other
CVE-2017-2630,"['http://www.openwall.com/lists/oss-security/2017/02/15/2', 'https://bugzilla.redhat.com/show_bug.cgi?id=CVE-2017-2630', 'https://lists.gnu.org/archive/html/qemu-devel/2017-02/msg01246.html']","('CWE-121', 'Stack-based Buffer Overflow')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2013-7269,[],"('CWE-20', 'Improper Input Validation')",MITRE,NVD-CVSS2-Other
